No.,Description,Product Group Code,Inventory Posting Group,Sales (Qty.),Sales (Qty.) - Year,Quantity on Hand,Unit Price
BR6-42EXA,6 inch aluminized brute stack 42 inch long,HARDWARE,PIPE,466,95,296,110.35
BR6-42EXS,6 inch stainless brute stack 42 inch long,PIPE,PIPE,97,45,13,258.82
BR6-42XBC,6 inch chrome brute stack 42 inch long,HARDWARE,PIPE,0,4,253,86.51
BR6-42XBS3,6 inch 304 stainless brute stack 42 inch long,ELBOW,PIPE,0,88,139,140.16
BR6-42XBS,6 inch stainless brute stack 42 inch long,ELBOW,PIPE,0,53,60,94.92
BR6-48EXC,6 inch chrome brute stack 48 inch long,CLAMP,PIPE,0,80,400,45.82
BR6-48EXA,6 inch aluminized brute stack 48 inch long,PIPE,PIPE,296,78,18,54.69
BR6-48EXS3,6 inch 304 stainless brute stack 48 inch long,CLAMP,PIPE,179,106,47,464.44
BR6-48EXS,6 inch stainless brute stack 48 inch long,CLAMP,PIPE,85,46,140,40.43
BR6-48XBC,6 inch chrome brute stack 48 inch long,CLAMP,PIPE,196,62,190,25.88
BR6-48XBA,6 inch aluminized brute stack 48 inch long,HARDWARE,PIPE,17,108,190,29.19
BR6-54SBA,6 inch aluminized brute stack 54 inch long,HARDWARE,PIPE,364,107,395,229.34
BR6-54XBA,6 inch aluminized brute stack 54 inch long,PIPE,PIPE,0,74,373,19.07
BR6-54XBS3,6 inch 304 stainless brute stack 54 inch long,MUFFLER,PIPE,459,27,256,389.5
BR6-60EXC,6 inch chrome brute stack 60 inch long,ELBOW,PIPE,219,98,191,469.95
BR6-60XBS,6 inch stainless brute stack 60 inch long,PIPE,PIPE,434,108,195,128.54
BR6-72SBA,6 inch aluminized brute stack 72 inch long,PROPRIETAR,PIPE,375,59,348,249.46
BR6-72SBS3,6 inch 304 stainless brute stack 72 inch long,CHROME,PIPE,136,98,20,84.01
BR6-72EXC,6 inch chrome brute stack 72 inch long,ELBOW,PIPE,485,69,397,243.67
BR6-72EXA,6 inch aluminized brute stack 72 inch long,CLAMP,PIPE,106,75,56,259.21
BR6-72XBC,6 inch chrome brute stack 72 inch long,HARDWARE,PIPE,379,99,70,380.62
BR6-72XBA,6 inch aluminized brute stack 72 inch long,PIPE,PIPE,350,94,76,293.48
BR6-84SBC,6 inch chrome brute stack 84 inch long,ELBOW,PIPE,573,27,192,219.17
BR6-84SBA,6 inch aluminized brute stack 84 inch long,CHROME,PIPE,540,98,5,38.8
BR6-84SBS,6 inch stainless brute stack 84 inch long,CLAMP,PIPE,272,89,92,410.79
BR6-84EXS,6 inch stainless brute stack 84 inch long,PIPE,PIPE,0,38,169,398.6
BR6-96SBA,6 inch aluminized brute stack 96 inch long,CHROME,PIPE,287,18,259,174.29
BR6-96EXS3,6 inch 304 stainless brute stack 96 inch long,CHROME,PIPE,28,97,19,202.71
BR6-96EXS,6 inch stainless brute stack 96 inch long,CLAMP,PIPE,204,9,73,46.12
BR6-96XBC,6 inch chrome brute stack 96 inch long,PIPE,PIPE,262,84,98,333.56
BR7-12SBA,7 inch aluminized brute stack 12 inch long,CLAMP,PIPE,37,35,71,342.17
BR7-12EXA,7 inch aluminized brute stack 12 inch long,CLAMP,PIPE,151,60,157,337.41
BR7-12XBA,7 inch aluminized brute stack 12 inch long,ELBOW,PIPE,58,3,54,54.54
BR7-12XBS3,7 inch 304 stainless brute stack 12 inch long,ELBOW,PIPE,256,12,121,295.17
BR7-12XBS,7 inch stainless brute stack 12 inch long,PROPRIETAR,OBSOLETE,457,33,71,367.62
BR7-18SBC,7 inch chrome brute stack 18 inch long,CHROME,PIPE,68,69,379,404.04
BR7-18EXC,7 inch chrome brute stack 18 inch long,ELBOW,PIPE,411,76,370,466.77
BR7-18EXA,7 inch aluminized brute stack 18 inch long,PIPE,PIPE,100,101,169,368.98
BR7-18XBS,7 inch stainless brute stack 18 inch long,CLAMP,PIPE,561,47,13,27.6
BR7-24SBC,7 inch chrome brute stack 24 inch long,HARDWARE,PIPE,357,70,230,352.36
BR7-24SBS3,7 inch 304 stainless brute stack 24 inch long,PIPE,PIPE,198,10,15,427.12
BR7-24EXS3,7 inch 304 stainless brute stack 24 inch long,PIPE,PIPE,366,35,83,190.36
BR7-24XBS3,7 inch 304 stainless brute stack 24 inch long,CHROME,PIPE,497,32,136,463.51
BR7-30SBA,7 inch aluminized brute stack 30 inch long,HARDWARE,PIPE,8,110,228,403.32
BR7-30XBS3,7 inch 304 stainless brute stack 30 inch long,CHROME,PIPE,15,2,226,270.22
BR7-36EXS3,7 inch 304 stainless brute stack 36 inch long,HARDWARE,PIPE,0,21,159,0.0
BR7-36EXS,7 inch stainless brute stack 36 inch long,HARDWARE,PIPE,208,58,316,119.62
BR7-36XBS3,7 inch 304 stainless brute stack 36 inch long,PIPE,PIPE,503,107,283,293.61
BR7-42SBC,7 inch chrome brute stack 42 inch long,CHROME,PIPE,305,53,45,24.45
BR7-42EXS3,7 inch 304 stainless brute stack 42 inch long,ELBOW,PIPE,0,98,366,94.57
BR7-48SBS,7 inch stainless brute stack 48 inch long,HARDWARE,PIPE,567,72,291,126.16
BR7-48XBS,7 inch stainless brute stack 48 inch long,PIPE,PIPE,372,81,255,29.41
BR7-54SBC,7 inch chrome brute stack 54 inch long,CHROME,OBSOLETE,588,114,72,201.08
BR7-54SBS,7 inch stainless brute stack 54 inch long,CHROME,PIPE,446,64,244,384.62
BR7-54EXC,7 inch chrome brute stack 54 inch long,HARDWARE,PIPE,219,19,249,238.16
BR7-54EXS3,7 inch 304 stainless brute stack 54 inch long,PIPE,PIPE,453,67,68,255.24
BR7-54XBC,7 inch chrome brute stack 54 inch long,ELBOW,PIPE,91,105,220,251.04
BR7-54XBA,7 inch aluminized brute stack 54 inch long,MUFFLER,PIPE,257,3,98,424.85
BR7-54XBS3,7 inch 304 stainless brute stack 54 inch long,CLAMP,PIPE,0,74,134,269.44
BR7-60SBA,7 inch aluminized brute stack 60 inch long,ELBOW,PIPE,373,98,245,258.96
BR7-60SBS3,7 inch 304 stainless brute stack 60 inch long,HARDWARE,PIPE,573,45,208,0.0
BR7-60XBC,7 inch chrome brute stack 60 inch long,MUFFLER,PIPE,224,30,169,302.99
BR7-60XBS,7 inch stainless brute stack 60 inch long,CLAMP,PIPE,197,119,214,470.77
BR7-72SBC,7 inch chrome brute stack 72 inch long,MUFFLER,PIPE,313,15,39,355.02
BR7-72SBA,7 inch aluminized brute stack 72 inch long,MUFFLER,PIPE,136,101,88,263.64
BR7-72EXA,7 inch aluminized brute stack 72 inch long,MUFFLER,PIPE,489,54,386,389.21
BR7-72EXS,7 inch stainless brute stack 72 inch long,HARDWARE,PIPE,172,61,317,402.53
BR7-72XBS3,7 inch 304 stainless brute stack 72 inch long,PROPRIETAR,OBSOLETE,0,84,297,67.02
BR7-72XBS,7 inch stainless brute stack 72 inch long,PIPE,PIPE,0,98,372,20.41
BR7-84SBS,7 inch stainless brute stack 84 inch long,PIPE,PIPE,347,20,153,372.08
BR7-84EXA,7 inch aluminized brute stack 84 inch long,PIPE,PIPE,69,92,107,32.4
BR7-84XBC,7 inch chrome brute stack 84 inch long,ELBOW,PIPE,340,117,352,442.19
BR7-84XBS3,7 inch 304 stainless brute stack 84 inch long,CHROME,PIPE,0,83,346,26.86
BR7-96SBA,7 inch aluminized brute stack 96 inch long,MUFFLER,PIPE,196,99,82,468.35
BR7-96EXC,7 inch chrome brute stack 96 inch long,MUFFLER,PIPE,0,59,387,215.5
BR7-96XBC,7 inch chrome brute stack 96 inch long,PIPE,PIPE,423,21,376,178.67
BR7-96XBA,7 inch aluminized brute stack 96 inch long,CHROME,OBSOLETE,202,110,339,291.08
BR7-96XBS3,7 inch 304 stainless brute stack 96 inch long,HARDWARE,PIPE,519,80,306,17.93
BR7-96XBS,7 inch stainless brute stack 96 inch long,HARDWARE,PIPE,0,88,224,17.66
BR8-12SBS,8 inch stainless brute stack 12 inch long,BATTERY,BATTERY,331,30,223,306.79
BR8-12XBS3,8 inch 304 stainless brute stack 12 inch long,CHROME,PIPE,0,33,108,134.19
BR8-18SBC,8 inch chrome brute stack 18 inch long,CHROME,PIPE,0,28,275,264.43
BR8-18SBS3,8 inch 304 stainless brute stack 18 inch long,MUFFLER,PIPE,242,112,212,320.93
BR8-18EXA,8 inch aluminized brute stack 18 inch long,ELBOW,PIPE,442,91,375,276.84
BR8-18EXS,8 inch stainless brute stack 18 inch long,CHROME,PIPE,183,34,82,129.83
BR8-18XBC,8 inch chrome brute stack 18 inch long,MUFFLER,PIPE,398,60,242,270.04
BR8-18XBA,8 inch aluminized brute stack 18 inch long,HARDWARE,PIPE,495,18,21,39.7
BR8-18XBS3,8 inch 304 stainless brute stack 18 inch long,PIPE,PIPE,525,89,91,244.16
BR8-24SBS3,8 inch 304 stainless brute stack 24 inch long,CLAMP,PIPE,126,43,262,231.14
BR8-24EXA,8 inch aluminized brute stack 24 inch long,HARDWARE,PIPE,380,91,144,0.0
BR8-24EXS,8 inch stainless brute stack 24 inch long,PIPE,PIPE,62,98,65,181.57
BR8-24XBC,8 inch chrome brute stack 24 inch long,PROPRIETAR,PIPE,373,116,346,288.41
BR8-24XBA,8 inch aluminized brute stack 24 inch long,PIPE,PIPE,360,11,223,465.81
BR8-24XBS,8 inch stainless brute stack 24 inch long,ELBOW,PIPE,140,71,284,219.28
BR8-30SBS,8 inch stainless brute stack 30 inch long,CHROME,PIPE,0,102,110,390.31
BR8-30EXS,8 inch stainless brute stack 30 inch long,PIPE,PIPE,218,87,366,31.01
BR8-36SBA,8 inch aluminized brute stack 36 inch long,PIPE,PIPE,373,105,111,209.3
BR8-36SBS3,8 inch 304 stainless brute stack 36 inch long,PIPE,PIPE,425,4,228,116.62
BR8-36EXC,8 inch chrome brute stack 36 inch long,PIPE,PIPE,31,39,99,474.62
BR8-36EXS3,8 inch 304 stainless brute stack 36 inch long,PIPE,PIPE,0,107,139,417.82
BR8-36XBS,8 inch stainless brute stack 36 inch long,ELBOW,PIPE,135,79,334,197.32
BR8-42SBA,8 inch aluminized brute stack 42 inch long,HARDWARE,PIPE,97,50,307,101.77
BR8-42EXA,8 inch aluminized brute stack 42 inch long,CHROME,OBSOLETE,507,49,189,0.0
BR8-42EXS3,8 inch 304 stainless brute stack 42 inch long,ELBOW,PIPE,531,14,314,103.44
BR8-42XBC,8 inch chrome brute stack 42 inch long,PIPE,PIPE,120,116,270,107.61
BR8-42XBA,8 inch aluminized brute stack 42 inch long,CLAMP,PIPE,173,98,9,380.17
BR8-42XBS3,8 inch 304 stainless brute stack 42 inch long,PIPE,PIPE,179,97,374,249.97
BR8-48EXA,8 inch aluminized brute stack 48 inch long,PIPE,PIPE,293,103,10,411.19
BR8-48XBC,8 inch chrome brute stack 48 inch long,HARDWARE,PIPE,319,101,214,174.59
BR8-54SBA,8 inch aluminized brute stack 54 inch long,HARDWARE,PIPE,326,60,241,319.53
BR8-54SBS3,8 inch 304 stainless brute stack 54 inch long,CLAMP,PIPE,476,99,241,209.53
BR8-54EXC,8 inch chrome brute stack 54 inch long,MUFFLER,PIPE,217,38,77,351.82
BR8-54XBS,8 inch stainless brute stack 54 inch long,HARDWARE,PIPE,0,103,231,329.59
BR8-60SBA,8 inch aluminized brute stack 60 inch long,CHROME,PIPE,160,72,246,315.8
BR8-60SBS3,8 inch 304 stainless brute stack 60 inch long,MUFFLER,PIPE,0,85,397,359.26
BR8-60EXC,8 inch chrome brute stack 60 inch long,ELBOW,PIPE,577,104,203,74.52
BR8-60XBC,8 inch chrome brute stack 60 inch long,PIPE,PIPE,551,9,375,286.52
BR8-72SBC,8 inch chrome brute stack 72 inch long,HARDWARE,PIPE,501,38,264,459.8
BR8-72SBA,8 inch aluminized brute stack 72 inch long,CLAMP,PIPE,0,40,45,291.63
BR8-72SBS3,8 inch 304 stainless brute stack 72 inch long,MUFFLER,PIPE,293,40,62,0.0
BR8-72SBS,8 inch stainless brute stack 72 inch long,ELBOW,PIPE,0,107,165,350.69
BR8-72EXC,8 inch chrome brute stack 72 inch long,MUFFLER,PIPE,0,103,276,14.82
BR8-72EXA,8 inch aluminized brute stack 72 inch long,CHROME,PIPE,548,12,214,150.43
BR8-72EXS,8 inch stainless brute stack 72 inch long,CHROME,PIPE,0,5,87,204.44
BR8-72XBA,8 inch aluminized brute stack 72 inch long,CLAMP,PIPE,0,80,320,0.0
BR8-84SBC,8 inch chrome brute stack 84 inch long,HARDWARE,PIPE,0,81,85,170.11
BR8-84SBS,8 inch stainless brute stack 84 inch long,HARDWARE,PIPE,590,52,81,172.32
BR8-84EXC,8 inch chrome brute stack 84 inch long,MUFFLER,PIPE,0,27,124,214.61
BR8-84XBS,8 inch stainless brute stack 84 inch long,HARDWARE,PIPE,0,103,171,157.61
BR8-96SBC,8 inch chrome brute stack 96 inch long,MUFFLER,PIPE,0,50,215,250.43
BR8-96EXC,8 inch chrome brute stack 96 inch long,CHROME,PIPE,59,119,240,383.73
BR8-96EXA,8 inch aluminized brute stack 96 inch long,ELBOW,PIPE,0,55,158,163.7
BR8-96XBS,8 inch stainless brute stack 96 inch long,MUFFLER,PIPE,11,68,145,238.21
A3-12SBC,3 inch chrome aussie-style stack 12 inch long,PIPE,PIPE,0,102,15,477.93
A3-12SBA,3 inch aluminized aussie-style stack 12 inch long,CLAMP,PIPE,579,24,196,57.29
A3-12SBS3,3 inch 304 stainless aussie-style stack 12 inch long,ELBOW,PIPE,300,9,134,66.2
A3-12SBS,3 inch stainless aussie-style stack 12 inch long,HARDWARE,PIPE,401,73,222,330.95
A3-12EXC,3 inch chrome aussie-style stack 12 inch long,PIPE,PIPE,244,10,205,446.83
A3-12EXA,3 inch aluminized aussie-style stack 12 inch long,PROPRIETAR,OBSOLETE,479,25,51,103.94
A3-12EXS3,3 inch 304 stainless aussie-style stack 12 inch long,MUFFLER,PIPE,223,52,121,310.42
A3-12EXS,3 inch stainless aussie-style stack 12 inch long,PROPRIETAR,PIPE,232,80,334,344.47
A3-12XBC,3 inch chrome aussie-style stack 12 inch long,HARDWARE,PIPE,22,99,117,475.76
A3-12XBA,3 inch aluminized aussie-style stack 12 inch long,PROPRIETAR,PIPE,0,69,7,228.01
A3-12XBS3,3 inch 304 stainless aussie-style stack 12 inch long,CLAMP,PIPE,532,31,371,218.89
A3-12XBS,3 inch stainless aussie-style stack 12 inch long,ELBOW,PIPE,441,56,73,186.08
A3-18SBC,3 inch chrome aussie-style stack 18 inch long,PIPE,PIPE,0,12,36,474.49
A3-18SBA,3 inch aluminized aussie-style stack 18 inch long,HARDWARE,PIPE,313,37,181,443.1
A3-18SBS3,3 inch 304 stainless aussie-style stack 18 inch long,ELBOW,PIPE,208,85,41,0.0
A3-18SBS,3 inch stainless aussie-style stack 18 inch long,MUFFLER,PIPE,401,32,229,0.0
A3-18EXC,3 inch chrome aussie-style stack 18 inch long,CHROME,PIPE,195,75,248,394.82
A3-18EXA,3 inch aluminized aussie-style stack 18 inch long,ELBOW,PIPE,395,8,373,360.39
A3-18EXS3,3 inch 304 stainless aussie-style stack 18 inch long,BATTERY,BATTERY,587,101,336,238.92
A3-18EXS,3 inch stainless aussie-style stack 18 inch long,CLAMP,PIPE,0,116,39,256.92
A3-18XBC,3 inch chrome aussie-style stack 18 inch long,MUFFLER,PIPE,0,5,60,374.92
A3-18XBA,3 inch aluminized aussie-style stack 18 inch long,HARDWARE,PIPE,539,44,164,0.0
A3-18XBS3,3 inch 304 stainless aussie-style stack 18 inch long,HARDWARE,PIPE,77,108,221,82.36
A3-18XBS,3 inch stainless aussie-style stack 18 inch long,ELBOW,PIPE,101,104,312,159.31
A3-24SBC,3 inch chrome aussie-style stack 24 inch long,ELBOW,PIPE,139,22,287,120.02
A3-24SBA,3 inch aluminized aussie-style stack 24 inch long,ELBOW,PIPE,564,17,4,45.07
A3-24SBS3,3 inch 304 stainless aussie-style stack 24 inch long,CHROME,PIPE,0,51,357,128.56
A3-24SBS,3 inch stainless aussie-style stack 24 inch long,HARDWARE,PIPE,473,106,190,60.06
A3-24EXC,3 inch chrome aussie-style stack 24 inch long,ELBOW,PIPE,177,117,106,403.74
A3-24EXA,3 inch aluminized aussie-style stack 24 inch long,PROPRIETAR,PIPE,0,112,324,184.69
A3-24EXS3,3 inch 304 stainless aussie-style stack 24 inch long,CHROME,PIPE,0,41,155,146.72
A3-24EXS,3 inch stainless aussie-style stack 24 inch long,CLAMP,PIPE,135,70,177,408.63
A3-24XBC,3 inch chrome aussie-style stack 24 inch long,MUFFLER,PIPE,549,98,270,355.59
A3-24XBA,3 inch aluminized aussie-style stack 24 inch long,PIPE,PIPE,443,115,279,452.79
A3-24XBS3,3 inch 304 stainless aussie-style stack 24 inch long,PIPE,PIPE,405,57,386,145.52
A3-24XBS,3 inch stainless aussie-style stack 24 inch long,ELBOW,PIPE,84,118,148,145.5
A3-30SBC,3 inch chrome aussie-style stack 30 inch long,HARDWARE,PIPE,451,22,150,154.6
A3-30SBA,3 inch aluminized aussie-style stack 30 inch long,PROPRIETAR,OBSOLETE,581,104,225,357.63
A3-30SBS3,3 inch 304 stainless aussie-style stack 30 inch long,PROPRIETAR,PIPE,182,120,212,333.84
A3-30SBS,3 inch stainless aussie-style stack 30 inch long,PIPE,PIPE,460,65,380,221.91
A3-30EXC,3 inch chrome aussie-style stack 30 inch long,ELBOW,PIPE,23,54,105,0.0
A3-30EXA,3 inch aluminized aussie-style stack 30 inch long,CHROME,PIPE,379,83,137,469.39
A3-30EXS3,3 inch 304 stainless aussie-style stack 30 inch long,ELBOW,PIPE,6,101,4,0.0
A3-30EXS,3 inch stainless aussie-style stack 30 inch long,HARDWARE,PIPE,120,72,38,150.2
A3-30XBC,3 inch chrome aussie-style stack 30 inch long,HARDWARE,PIPE,30,103,335,172.23
A3-30XBA,3 inch aluminized aussie-style stack 30 inch long,CHROME,PIPE,519,58,30,244.95
A3-30XBS3,3 inch 304 stainless aussie-style stack 30 inch long,HARDWARE,PIPE,158,68,0,0.0
A3-30XBS,3 inch stainless aussie-style stack 30 inch long,MUFFLER,PIPE,93,70,67,0.0
A3-36SBC,3 inch chrome aussie-style stack 36 inch long,MUFFLER,PIPE,495,60,113,102.02
A3-36SBA,3 inch aluminized aussie-style stack 36 inch long,ELBOW,PIPE,375,83,185,376.64
A3-36SBS3,3 inch 304 stainless aussie-style stack 36 inch long,CHROME,PIPE,227,54,209,40.48
A3-36SBS,3 inch stainless aussie-style stack 36 inch long,HARDWARE,PIPE,78,19,251,415.13
A3-36EXC,3 inch chrome aussie-style stack 36 inch long,CHROME,PIPE,334,28,247,311.73
A3-36EXA,3 inch aluminized aussie-style stack 36 inch long,MUFFLER,PIPE,520,30,18,269.16
A3-36EXS3,3 inch 304 stainless aussie-style stack 36 inch long,CLAMP,PIPE,321,87,85,360.05
A3-36EXS,3 inch stainless aussie-style stack 36 inch long,ELBOW,PIPE,405,73,117,83.77
A3-36XBC,3 inch chrome aussie-style stack 36 inch long,CLAMP,PIPE,0,76,385,223.48
A3-36XBA,3 inch aluminized aussie-style stack 36 inch long,ELBOW,PIPE,0,51,287,246.34
A3-36XBS3,3 inch 304 stainless aussie-style stack 36 inch long,CHROME,PIPE,386,99,200,363.83
A3-36XBS,3 inch stainless aussie-style stack 36 inch long,CHROME,PIPE,271,99,85,171.32
A3-42SBC,3 inch chrome aussie-style stack 42 inch long,CLAMP,PIPE,502,5,354,269.58
A3-42SBA,3 inch aluminized aussie-style stack 42 inch long,CHROME,PIPE,261,108,245,261.09
A3-42SBS3,3 inch 304 stainless aussie-style stack 42 inch long,MUFFLER,PIPE,124,73,40,372.74
A3-42SBS,3 inch stainless aussie-style stack 42 inch long,HARDWARE,PIPE,0,94,82,450.38
A3-42EXC,3 inch chrome aussie-style stack 42 inch long,HARDWARE,PIPE,149,13,269,14.65
A3-42EXA,3 inch aluminized aussie-style stack 42 inch long,HARDWARE,PIPE,328,25,269,298.75
A3-42EXS3,3 inch 304 stainless aussie-style stack 42 inch long,CHROME,PIPE,0,118,166,97.4
A3-42EXS,3 inch stainless aussie-style stack 42 inch long,MUFFLER,PIPE,0,38,69,371.1
A3-42XBC,3 inch chrome aussie-style stack 42 inch long,CHROME,PIPE,475,24,286,387.96
A3-42XBA,3 inch aluminized aussie-style stack 42 inch long,PIPE,PIPE,407,56,356,328.43
A3-42XBS3,3 inch 304 stainless aussie-style stack 42 inch long,MUFFLER,PIPE,60,25,87,416.25
A3-42XBS,3 inch stainless aussie-style stack 42 inch long,HARDWARE,PIPE,587,75,289,313.37
A3-48SBC,3 inch chrome aussie-style stack 48 inch long,HARDWARE,PIPE,456,51,277,322.26
A3-48SBA,3 inch aluminized aussie-style stack 48 inch long,CHROME,PIPE,212,88,140,344.09
A3-48SBS3,3 inch 304 stainless aussie-style stack 48 inch long,CLAMP,PIPE,577,65,178,90.65
A3-48SBS,3 inch stainless aussie-style stack 48 inch long,PROPRIETAR,PIPE,0,57,145,26.98
A3-48EXC,3 inch chrome aussie-style stack 48 inch long,PROPRIETAR,PIPE,317,44,212,61.64
A3-48EXA,3 inch aluminized aussie-style stack 48 inch long,HARDWARE,PIPE,493,20,91,69.43
A3-48EXS3,3 inch 304 stainless aussie-style stack 48 inch long,CLAMP,PIPE,0,23,359,144.03
A3-48EXS,3 inch stainless aussie-style stack 48 inch long,CHROME,PIPE,54,29,220,306.34
A3-48XBC,3 inch chrome aussie-style stack 48 inch long,HARDWARE,PIPE,144,18,45,300.77
A3-48XBA,3 inch aluminized aussie-style stack 48 inch long,CLAMP,PIPE,104,10,143,28.61
A3-48XBS3,3 inch 304 stainless aussie-style stack 48 inch long,ELBOW,PIPE,0,50,31,279.51
A3-48XBS,3 inch stainless aussie-style stack 48 inch long,MUFFLER,PIPE,182,115,377,95.58
A3-54SBC,3 inch chrome aussie-style stack 54 inch long,CHROME,PIPE,0,76,302,283.38
A3-54SBA,3 inch aluminized aussie-style stack 54 inch long,BATTERY,BATTERY,0,89,65,182.91
A3-54SBS3,3 inch 304 stainless aussie-style stack 54 inch long,PIPE,PIPE,0,74,153,138.18
A3-54SBS,3 inch stainless aussie-style stack 54 inch long,CHROME,PIPE,212,13,116,130.58
A3-54EXC,3 inch chrome aussie-style stack 54 inch long,CHROME,PIPE,134,73,111,423.32
A3-54EXA,3 inch aluminized aussie-style stack 54 inch long,HARDWARE,PIPE,0,115,227,78.88
A3-54EXS3,3 inch 304 stainless aussie-style stack 54 inch long,CLAMP,PIPE,289,84,71,457.13
A3-54EXS,3 inch stainless aussie-style stack 54 inch long,HARDWARE,PIPE,0,70,90,292.72
A3-54XBC,3 inch chrome aussie-style stack 54 inch long,CLAMP,PIPE,574,99,99,264.24
A3-54XBA,3 inch aluminized aussie-style stack 54 inch long,ELBOW,PIPE,125,46,327,209.21
A3-54XBS3,3 inch 304 stainless aussie-style stack 54 inch long,HARDWARE,PIPE,158,108,294,377.42
A3-54XBS,3 inch stainless aussie-style stack 54 inch long,MUFFLER,PIPE,581,1,362,183.97
A3-60SBC,3 inch chrome aussie-style stack 60 inch long,CLAMP,PIPE,501,63,345,111.47
A3-60SBA,3 inch aluminized aussie-style stack 60 inch long,ELBOW,PIPE,0,67,66,297.29
A3-60SBS3,3 inch 304 stainless aussie-style stack 60 inch long,CLAMP,PIPE,231,87,237,77.52
A3-60SBS,3 inch stainless aussie-style stack 60 inch long,CLAMP,PIPE,388,24,90,286.36
A3-60EXC,3 inch chrome aussie-style stack 60 inch long,MUFFLER,PIPE,0,33,161,99.9
A3-60EXA,3 inch aluminized aussie-style stack 60 inch long,CLAMP,PIPE,356,109,148,13.72
A3-60EXS3,3 inch 304 stainless aussie-style stack 60 inch long,PROPRIETAR,PIPE,0,81,287,263.66
A3-60EXS,3 inch stainless aussie-style stack 60 inch long,MUFFLER,PIPE,240,103,22,465.06
A3-60XBC,3 inch chrome aussie-style stack 60 inch long,MUFFLER,PIPE,155,31,132,384.99
A3-60XBA,3 inch aluminized aussie-style stack 60 inch long,PIPE,PIPE,159,85,150,208.02
A3-60XBS3,3 inch 304 stainless aussie-style stack 60 inch long,CHROME,PIPE,557,43,329,111.24
A3-60XBS,3 inch stainless aussie-style stack 60 inch long,CHROME,PIPE,423,94,365,151.57
A3-72SBC,3 inch chrome aussie-style stack 72 inch long,ELBOW,PIPE,331,59,163,0.0
A3-72SBA,3 inch aluminized aussie-style stack 72 inch long,CLAMP,PIPE,66,72,200,71.33
A3-72SBS3,3 inch 304 stainless aussie-style stack 72 inch long,CHROME,PIPE,0,78,93,0.0
A3-72SBS,3 inch stainless aussie-style stack 72 inch long,MUFFLER,PIPE,176,26,180,22.77
A3-72EXC,3 inch chrome aussie-style stack 72 inch long,HARDWARE,PIPE,174,82,367,89.01
A3-72EXA,3 inch aluminized aussie-style stack 72 inch long,CHROME,PIPE,0,2,51,83.09
A3-72EXS3,3 inch 304 stainless aussie-style stack 72 inch long,CLAMP,PIPE,272,104,380,257.84
A3-72EXS,3 inch stainless aussie-style stack 72 inch long,MUFFLER,PIPE,405,56,318,204.23
A3-72XBC,3 inch chrome aussie-style stack 72 inch long,MUFFLER,PIPE,15,32,5,0.0
A3-72XBA,3 inch aluminized aussie-style stack 72 inch long,CLAMP,PIPE,518,85,383,395.6
A3-72XBS3,3 inch 304 stainless aussie-style stack 72 inch long,HARDWARE,PIPE,214,59,15,113.42
A3-72XBS,3 inch stainless aussie-style stack 72 inch long,CLAMP,PIPE,565,71,107,159.29
A3-84SBC,3 inch chrome aussie-style stack 84 inch long,CHROME,PIPE,384,23,106,354.3
A3-84SBA,3 inch aluminized aussie-style stack 84 inch long,MUFFLER,PIPE,205,46,350,119.16
A3-84SBS3,3 inch 304 stainless aussie-style stack 84 inch long,ELBOW,PIPE,171,72,249,272.39
A3-84SBS,3 inch stainless aussie-style stack 84 inch long,PIPE,PIPE,0,31,399,132.77
